# JD  RA Dec
2455550.500000000     267.63223 -23.41982
2455551.500000000     268.74128 -23.43267
2455552.500000000     269.85064 -23.43769
2455553.500000000     270.96018 -23.43487
2455554.500000000     272.06978 -23.42420
2455555.500000000     273.17931 -23.40568
2455556.500000000     274.28865 -23.37933
2455557.500000000     275.39767 -23.34513
2455558.500000000     276.50625 -23.30312
2455559.500000000     277.61423 -23.25330
2455560.500000000     278.72148 -23.19570
2455561.500000000     279.82786 -23.13034
2455562.500000000     280.93322 -23.05725
2455563.500000000     282.03741 -22.97648
2455564.500000000     283.14028 -22.88806
2455565.500000000     284.24169 -22.79204
2455566.500000000     285.34150 -22.68847
2455567.500000000     286.43956 -22.57740
2455568.500000000     287.53574 -22.45890
2455569.500000000     288.62992 -22.33301
2455570.500000000     289.72197 -22.19982
2455571.500000000     290.81178 -22.05938
2455572.500000000     291.89923 -21.91177
2455573.500000000     292.98423 -21.75706
2455574.500000000     294.06667 -21.59533
2455575.500000000     295.14646 -21.42665
2455576.500000000     296.22352 -21.25110
2455577.500000000     297.29778 -21.06877
2455578.500000000     298.36915 -20.87974
2455579.500000000     299.43759 -20.68409
2455580.500000000     300.50304 -20.48191
2455581.500000000     301.56546 -20.27329
2455582.500000000     302.62481 -20.05832
2455583.500000000     303.68105 -19.83708
2455584.500000000     304.73417 -19.60967
2455585.500000000     305.78413 -19.37618
2455586.500000000     306.83092 -19.13670
2455587.500000000     307.87450 -18.89134
2455588.500000000     308.91484 -18.64020
2455589.500000000     309.95192 -18.38340
2455590.500000000     310.98572 -18.12102
2455591.500000000     312.01620 -17.85320
2455592.500000000     313.04335 -17.58004
2455593.500000000     314.06713 -17.30165
2455594.500000000     315.08755 -17.01816
2455595.500000000     316.10458 -16.72969
2455596.500000000     317.11821 -16.43634
2455597.500000000     318.12844 -16.13824
2455598.500000000     319.13527 -15.83551
2455599.500000000     320.13870 -15.52827
2455600.500000000     321.13875 -15.21664
2455601.500000000     322.13544 -14.90073
2455602.500000000     323.12877 -14.58067
2455603.500000000     324.11879 -14.25657
2455604.500000000     325.10551 -13.92855
2455605.500000000     326.08898 -13.59672
2455606.500000000     327.06924 -13.26120
2455607.500000000     328.04634 -12.92211
2455608.500000000     329.02032 -12.57955
2455609.500000000     329.99126 -12.23363
2455610.500000000     330.95923 -11.88446
2455611.500000000     331.92428 -11.53215
2455612.500000000     332.88652 -11.17680
2455613.500000000     333.84601 -10.81852
2455614.500000000     334.80283 -10.45741
2455615.500000000     335.75706 -10.09358
2455616.500000000     336.70878  -9.72715
2455617.500000000     337.65805  -9.35822
2455618.500000000     338.60494  -8.98691
2455619.500000000     339.54952  -8.61334
2455620.500000000     340.49185  -8.23762
2455621.500000000     341.43200  -7.85986
2455622.500000000     342.37003  -7.48018
2455623.500000000     343.30600  -7.09871
2455624.500000000     344.23998  -6.71555
2455625.500000000     345.17204  -6.33082
2455626.500000000     346.10224  -5.94463
2455627.500000000     347.03064  -5.55710
2455628.500000000     347.95732  -5.16834
2455629.500000000     348.88235  -4.77846
2455630.500000000     349.80579  -4.38757
2455631.500000000     350.72773  -3.99579
2455632.500000000     351.64823  -3.60322
2455633.500000000     352.56737  -3.20996
2455634.500000000     353.48524  -2.81613
2455635.500000000     354.40192  -2.42182
2455636.500000000     355.31748  -2.02713
2455637.500000000     356.23204  -1.63217
2455638.500000000     357.14567  -1.23703
2455639.500000000     358.05848  -0.84180
2455640.500000000     358.97058  -0.44658
2455641.500000000     359.88208  -0.05145
2455642.500000000       0.79307   0.34349
2455643.500000000       1.70367   0.73814
2455644.500000000       2.61397   1.13242
2455645.500000000       3.52407   1.52622
2455646.500000000       4.43406   1.91945
2455647.500000000       5.34403   2.31200
2455648.500000000       6.25405   2.70377
2455649.500000000       7.16420   3.09467
2455650.500000000       8.07457   3.48458
2455651.500000000       8.98522   3.87341
2455652.500000000       9.89623   4.26105
2455653.500000000      10.80767   4.64740
2455654.500000000      11.71960   5.03236
2455655.500000000      12.63210   5.41582
2455656.500000000      13.54522   5.79770
2455657.500000000      14.45904   6.17787
2455658.500000000      15.37362   6.55625
2455659.500000000      16.28902   6.93274
2455660.500000000      17.20530   7.30723
2455661.500000000      18.12252   7.67963
2455662.500000000      19.04076   8.04985
2455663.500000000      19.96007   8.41778
2455664.500000000      20.88052   8.78334
2455665.500000000      21.80218   9.14644
2455666.500000000      22.72511   9.50698
2455667.500000000      23.64941   9.86488
2455668.500000000      24.57514  10.22005
2455669.500000000      25.50239  10.57241
2455670.500000000      26.43124  10.92186
2455671.500000000      27.36177  11.26834
2455672.500000000      28.29407  11.61173
2455673.500000000      29.22819  11.95197
2455674.500000000      30.16421  12.28896
2455675.500000000      31.10219  12.62260
2455676.500000000      32.04217  12.95281
2455677.500000000      32.98421  13.27948
2455678.500000000      33.92835  13.60253
2455679.500000000      34.87463  13.92187
2455680.500000000      35.82307  14.23739
2455681.500000000      36.77371  14.54902
2455682.500000000      37.72658  14.85664
2455683.500000000      38.68170  15.16018
2455684.500000000      39.63908  15.45953
2455685.500000000      40.59874  15.75461
2455686.500000000      41.56068  16.04533
2455687.500000000      42.52492  16.33160
2455688.500000000      43.49146  16.61333
2455689.500000000      44.46029  16.89044
2455690.500000000      45.43143  17.16283
2455691.500000000      46.40486  17.43043
2455692.500000000      47.38059  17.69315
2455693.500000000      48.35861  17.95091
2455694.500000000      49.33893  18.20364
2455695.500000000      50.32156  18.45125
2455696.500000000      51.30648  18.69368
2455697.500000000      52.29372  18.93085
2455698.500000000      53.28327  19.16269
2455699.500000000      54.27516  19.38912
2455700.500000000      55.26937  19.61007
2455701.500000000      56.26591  19.82548
2455702.500000000      57.26477  20.03527
2455703.500000000      58.26594  20.23937
2455704.500000000      59.26938  20.43771
2455705.500000000      60.27508  20.63022
2455706.500000000      61.28299  20.81683
2455707.500000000      62.29307  20.99749
2455708.500000000      63.30527  21.17211
2455709.500000000      64.31954  21.34065
2455710.500000000      65.33581  21.50303
2455711.500000000      66.35404  21.65920
2455712.500000000      67.37413  21.80911
2455713.500000000      68.39602  21.95269
2455714.500000000      69.41963  22.08990
2455715.500000000      70.44488  22.22068
2455716.500000000      71.47167  22.34499
2455717.500000000      72.49991  22.46279
2455718.500000000      73.52952  22.57402
2455719.500000000      74.56039  22.67866
2455720.500000000      75.59244  22.77667
2455721.500000000      76.62557  22.86801
2455722.500000000      77.65969  22.95266
2455723.500000000      78.69472  23.03058
2455724.500000000      79.73058  23.10174
2455725.500000000      80.76718  23.16613
2455726.500000000      81.80445  23.22373
2455727.500000000      82.84231  23.27451
2455728.500000000      83.88070  23.31845
2455729.500000000      84.91953  23.35554
2455730.500000000      85.95874  23.38576
2455731.500000000      86.99823  23.40911
2455732.500000000      88.03794  23.42557
2455733.500000000      89.07776  23.43514
2455734.500000000      90.11760  23.43782
2455735.500000000      91.15738  23.43360
2455736.500000000      92.19700  23.42249
2455737.500000000      93.23635  23.40450
2455738.500000000      94.27533  23.37963
2455739.500000000      95.31385  23.34789
2455740.500000000      96.35180  23.30931
2455741.500000000      97.38907  23.26389
2455742.500000000      98.42556  23.21166
2455743.500000000      99.46116  23.15265
2455744.500000000     100.49575  23.08688
2455745.500000000     101.52923  23.01439
2455746.500000000     102.56150  22.93521
2455747.500000000     103.59244  22.84937
2455748.500000000     104.62196  22.75692
2455749.500000000     105.64996  22.65790
2455750.500000000     106.67636  22.55234
2455751.500000000     107.70107  22.44030
2455752.500000000     108.72402  22.32182
2455753.500000000     109.74514  22.19695
2455754.500000000     110.76438  22.06573
2455755.500000000     111.78169  21.92821
2455756.500000000     112.79702  21.78444
2455757.500000000     113.81033  21.63447
2455758.500000000     114.82157  21.47836
2455759.500000000     115.83072  21.31616
2455760.500000000     116.83774  21.14792
2455761.500000000     117.84258  20.97371
2455762.500000000     118.84523  20.79357
2455763.500000000     119.84564  20.60759
2455764.500000000     120.84379  20.41582
2455765.500000000     121.83964  20.21832
2455766.500000000     122.83316  20.01517
2455767.500000000     123.82433  19.80644
2455768.500000000     124.81312  19.59219
2455769.500000000     125.79949  19.37251
2455770.500000000     126.78344  19.14747
2455771.500000000     127.76492  18.91715
2455772.500000000     128.74392  18.68163
2455773.500000000     129.72041  18.44100
2455774.500000000     130.69436  18.19534
2455775.500000000     131.66576  17.94473
2455776.500000000     132.63458  17.68927
2455777.500000000     133.60082  17.42903
2455778.500000000     134.56446  17.16411
2455779.500000000     135.52552  16.89459
2455780.500000000     136.48400  16.62055
2455781.500000000     137.43992  16.34208
2455782.500000000     138.39330  16.05925
2455783.500000000     139.34418  15.77215
2455784.500000000     140.29260  15.48086
2455785.500000000     141.23860  15.18545
2455786.500000000     142.18221  14.88602
2455787.500000000     143.12350  14.58263
2455788.500000000     144.06251  14.27536
2455789.500000000     144.99929  13.96431
2455790.500000000     145.93390  13.64954
2455791.500000000     146.86639  13.33115
2455792.500000000     147.79681  13.00922
2455793.500000000     148.72522  12.68383
2455794.500000000     149.65168  12.35507
2455795.500000000     150.57623  12.02302
2455796.500000000     151.49894  11.68778
2455797.500000000     152.41986  11.34943
2455798.500000000     153.33904  11.00806
2455799.500000000     154.25653  10.66376
2455800.500000000     155.17240  10.31663
2455801.500000000     156.08668   9.96677
2455802.500000000     156.99943   9.61426
2455803.500000000     157.91068   9.25921
2455804.500000000     158.82049   8.90172
2455805.500000000     159.72890   8.54188
2455806.500000000     160.63597   8.17978
2455807.500000000     161.54175   7.81553
2455808.500000000     162.44630   7.44922
2455809.500000000     163.34970   7.08093
2455810.500000000     164.25201   6.71075
2455811.500000000     165.15332   6.33876
2455812.500000000     166.05371   5.96507
2455813.500000000     166.95327   5.58974
2455814.500000000     167.85208   5.21286
2455815.500000000     168.75024   4.83453
2455816.500000000     169.64784   4.45481
2455817.500000000     170.54497   4.07381
2455818.500000000     171.44173   3.69160
2455819.500000000     172.33820   3.30827
2455820.500000000     173.23449   2.92391
2455821.500000000     174.13069   2.53860
2455822.500000000     175.02688   2.15244
2455823.500000000     175.92317   1.76552
2455824.500000000     176.81963   1.37792
2455825.500000000     177.71637   0.98974
2455826.500000000     178.61347   0.60108
2455827.500000000     179.51101   0.21202
2455828.500000000     180.40907  -0.17732
2455829.500000000     181.30775  -0.56687
2455830.500000000     182.20709  -0.95650
2455831.500000000     183.10719  -1.34612
2455832.500000000     184.00809  -1.73563
2455833.500000000     184.90987  -2.12492
2455834.500000000     185.81259  -2.51388
2455835.500000000     186.71632  -2.90241
2455836.500000000     187.62112  -3.29041
2455837.500000000     188.52707  -3.67778
2455838.500000000     189.43425  -4.06443
2455839.500000000     190.34275  -4.45025
2455840.500000000     191.25264  -4.83515
2455841.500000000     192.16403  -5.21903
2455842.500000000     193.07699  -5.60180
2455843.500000000     193.99163  -5.98336
2455844.500000000     194.90802  -6.36361
2455845.500000000     195.82627  -6.74246
2455846.500000000     196.74647  -7.11981
2455847.500000000     197.66871  -7.49556
2455848.500000000     198.59307  -7.86961
2455849.500000000     199.51965  -8.24186
2455850.500000000     200.44854  -8.61221
2455851.500000000     201.37983  -8.98056
2455852.500000000     202.31358  -9.34679
2455853.500000000     203.24990  -9.71081
2455854.500000000     204.18885 -10.07251
2455855.500000000     205.13051 -10.43177
2455856.500000000     206.07495 -10.78850
2455857.500000000     207.02223 -11.14258
2455858.500000000     207.97242 -11.49389
2455859.500000000     208.92555 -11.84232
2455860.500000000     209.88167 -12.18775
2455861.500000000     210.84083 -12.53006
2455862.500000000     211.80304 -12.86915
2455863.500000000     212.76834 -13.20488
2455864.500000000     213.73676 -13.53714
2455865.500000000     214.70832 -13.86583
